"Index","rank1","rank2","rank3","rank4","rank5","rank6","rank7"
"SP175","AMANDA MILLER","XIMENA M. BISHOP","CRAIG CONOVER","MARCIA CONOVER-HARRIS","CRAIG JENSEN","MICHAEL SNELSON","DALE WATSON"
"SP176","CRAIG JENSEN","CRAIG CONOVER","XIMENA M. BISHOP","DALE WATSON","MICHAEL SNELSON","MARCIA CONOVER-HARRIS","AMANDA MILLER"
"SP177","AMANDA MILLER","CRAIG JENSEN","DALE WATSON","XIMENA M. BISHOP","MARCIA CONOVER-HARRIS","MICHAEL SNELSON","CRAIG CONOVER"
"SP178","CRAIG JENSEN","XIMENA M. BISHOP","CRAIG CONOVER","MICHAEL SNELSON","DALE WATSON","MARCIA CONOVER-HARRIS","AMANDA MILLER"
"SP179","CRAIG CONOVER","MARCIA CONOVER-HARRIS","CRAIG CONOVER","CRAIG CONOVER","MARCIA CONOVER-HARRIS","MARCIA CONOVER-HARRIS","MARCIA CONOVER-HARRIS"
"SP180","MARCIA CONOVER-HARRIS","XIMENA M. BISHOP","MICHAEL SNELSON","CRAIG JENSEN","CRAIG CONOVER","DALE WATSON","AMANDA MILLER"
"SP181","XIMENA M. BISHOP","CRAIG JENSEN","MICHAEL SNELSON","DALE WATSON","AMANDA MILLER","CRAIG CONOVER","MARCIA CONOVER-HARRIS"
"SP182","XIMENA M. BISHOP","CRAIG JENSEN","MICHAEL SNELSON","DALE WATSON","AMANDA MILLER","CRAIG CONOVER","MARCIA CONOVER-HARRIS"
"SP183","CRAIG JENSEN","MICHAEL SNELSON","XIMENA M. BISHOP","DALE WATSON","DALE WATSON","MARCIA CONOVER-HARRIS","AMANDA MILLER"
"SP184","MICHAEL SNELSON","CRAIG CONOVER","DALE WATSON","MARCIA CONOVER-HARRIS","CRAIG JENSEN","XIMENA M. BISHOP","AMANDA MILLER"
"SP185","MICHAEL SNELSON","CRAIG CONOVER","CRAIG JENSEN","XIMENA M. BISHOP","AMANDA MILLER","DALE WATSON","MARCIA CONOVER-HARRIS"
"SP186","AMANDA MILLER","MARCIA CONOVER-HARRIS","XIMENA M. BISHOP","CRAIG CONOVER","CRAIG JENSEN","MICHAEL SNELSON","DALE WATSON"
"SP187","skipped","skipped","skipped","skipped","skipped","skipped","skipped"
"SP188","CRAIG CONOVER","MICHAEL SNELSON","DALE WATSON","CRAIG JENSEN","XIMENA M. BISHOP","MARCIA CONOVER-HARRIS","AMANDA MILLER"
"SP189","MARCIA CONOVER-HARRIS","XIMENA M. BISHOP","AMANDA MILLER","DALE WATSON","CRAIG CONOVER","CRAIG JENSEN","MICHAEL SNELSON"
"SP190","CRAIG CONOVER","MICHAEL SNELSON","CRAIG JENSEN","MARCIA CONOVER-HARRIS","AMANDA MILLER","XIMENA M. BISHOP","DALE WATSON"
"SP191","CRAIG CONOVER","MICHAEL SNELSON","MARCIA CONOVER-HARRIS","DALE WATSON","AMANDA MILLER","XIMENA M. BISHOP","CRAIG JENSEN"
"SP192","CRAIG CONOVER","MICHAEL SNELSON","DALE WATSON","CRAIG JENSEN","XIMENA M. BISHOP","MARCIA CONOVER-HARRIS","AMANDA MILLER"
"SP193","CRAIG CONOVER","AMANDA MILLER","MICHAEL SNELSON","skipped","skipped","skipped","skipped"
"SP194","MICHAEL SNELSON","DALE WATSON","MARCIA CONOVER-HARRIS","XIMENA M. BISHOP","CRAIG JENSEN","CRAIG CONOVER","AMANDA MILLER"
"SP195","MICHAEL SNELSON","CRAIG JENSEN","CRAIG CONOVER","DALE WATSON","XIMENA M. BISHOP","MARCIA CONOVER-HARRIS","AMANDA MILLER"
"SP196","CRAIG CONOVER","MARCIA CONOVER-HARRIS","MICHAEL SNELSON","XIMENA M. BISHOP","CRAIG JENSEN","AMANDA MILLER","DALE WATSON"
"SP197","MICHAEL SNELSON","CRAIG JENSEN","CRAIG CONOVER","MARCIA CONOVER-HARRIS","AMANDA MILLER","DALE WATSON","XIMENA M. BISHOP"
"SP198","MARCIA CONOVER-HARRIS","MICHAEL SNELSON","XIMENA M. BISHOP","skipped","skipped","skipped","skipped"
"SP199","MICHAEL SNELSON","CRAIG JENSEN","CRAIG CONOVER","AMANDA MILLER","MARCIA CONOVER-HARRIS","DALE WATSON","skipped"
"SP200","MICHAEL SNELSON","CRAIG CONOVER","CRAIG JENSEN","skipped","skipped","skipped","skipped"
"SP201","CRAIG JENSEN","AMANDA MILLER","MICHAEL SNELSON","XIMENA M. BISHOP","CRAIG CONOVER","DALE WATSON","MARCIA CONOVER-HARRIS"
"SP202","XIMENA M. BISHOP","MICHAEL SNELSON","MARCIA CONOVER-HARRIS","CRAIG CONOVER","AMANDA MILLER","CRAIG JENSEN","DALE WATSON"
"SP203","MICHAEL SNELSON","DALE WATSON","CRAIG JENSEN","CRAIG CONOVER","AMANDA MILLER","MARCIA CONOVER-HARRIS","XIMENA M. BISHOP"
"SP204","MICHAEL SNELSON","CRAIG JENSEN","DALE WATSON","AMANDA MILLER","CRAIG CONOVER","MARCIA CONOVER-HARRIS","XIMENA M. BISHOP"
"SP205","CRAIG JENSEN","XIMENA M. BISHOP","MICHAEL SNELSON","skipped","skipped","skipped","skipped"
"SP206","MARCIA CONOVER-HARRIS","XIMENA M. BISHOP","CRAIG JENSEN","CRAIG CONOVER","MICHAEL SNELSON","AMANDA MILLER","DALE WATSON"
"SP207","MARCIA CONOVER-HARRIS","DALE WATSON","CRAIG CONOVER","CRAIG JENSEN","XIMENA M. BISHOP","MICHAEL SNELSON","AMANDA MILLER"
"SP208","XIMENA M. BISHOP","MARCIA CONOVER-HARRIS","AMANDA MILLER","DALE WATSON","MICHAEL SNELSON","CRAIG JENSEN","CRAIG CONOVER"
"SP209","CRAIG CONOVER","CRAIG JENSEN","MARCIA CONOVER-HARRIS","MICHAEL SNELSON","XIMENA M. BISHOP","AMANDA MILLER","DALE WATSON"
"SP210","DALE WATSON","XIMENA M. BISHOP","MICHAEL SNELSON","CRAIG CONOVER","CRAIG JENSEN","MARCIA CONOVER-HARRIS","AMANDA MILLER"
"SP211","CRAIG JENSEN","skipped","skipped","skipped","skipped","skipped","skipped"
"SP212","AMANDA MILLER","MARCIA CONOVER-HARRIS","XIMENA M. BISHOP","CRAIG CONOVER","CRAIG JENSEN","MICHAEL SNELSON","DALE WATSON"
"SP213","CRAIG JENSEN","MICHAEL SNELSON","DALE WATSON","CRAIG CONOVER","XIMENA M. BISHOP","AMANDA MILLER","MARCIA CONOVER-HARRIS"
"SP214","MARCIA CONOVER-HARRIS","AMANDA MILLER","CRAIG JENSEN","CRAIG CONOVER","XIMENA M. BISHOP","DALE WATSON","MICHAEL SNELSON"
"SP215","CRAIG JENSEN","DALE WATSON","MICHAEL SNELSON","XIMENA M. BISHOP","AMANDA MILLER","CRAIG CONOVER","MARCIA CONOVER-HARRIS"
"SP216","XIMENA M. BISHOP","MICHAEL SNELSON","CRAIG JENSEN","DALE WATSON","MARCIA CONOVER-HARRIS","AMANDA MILLER","CRAIG CONOVER"
"SP217","XIMENA M. BISHOP","MARCIA CONOVER-HARRIS","AMANDA MILLER","DALE WATSON","MICHAEL SNELSON","CRAIG JENSEN","CRAIG CONOVER"
"SP218","MICHAEL SNELSON","XIMENA M. BISHOP","CRAIG CONOVER","MARCIA CONOVER-HARRIS","DALE WATSON","CRAIG JENSEN","AMANDA MILLER"
"SP219","CRAIG CONOVER","CRAIG JENSEN","MICHAEL SNELSON","skipped","skipped","skipped","skipped"
"SP220","skipped","skipped","skipped","skipped","skipped","skipped","skipped"
"SP221","MARCIA CONOVER-HARRIS","XIMENA M. BISHOP","MICHAEL SNELSON","CRAIG JENSEN","CRAIG CONOVER","AMANDA MILLER","DALE WATSON"
"SP222","skipped","skipped","skipped","skipped","skipped","skipped","skipped"
"SP223","MARCIA CONOVER-HARRIS","XIMENA M. BISHOP","CRAIG JENSEN","CRAIG CONOVER","DALE WATSON","MICHAEL SNELSON","AMANDA MILLER"
"SP224","CRAIG JENSEN","XIMENA M. BISHOP","CRAIG CONOVER","MARCIA CONOVER-HARRIS","MICHAEL SNELSON","DALE WATSON","AMANDA MILLER"
"SP225","CRAIG JENSEN","CRAIG CONOVER","MICHAEL SNELSON","MARCIA CONOVER-HARRIS","skipped","skipped","skipped"
"SP226","XIMENA M. BISHOP","MARCIA CONOVER-HARRIS","MICHAEL SNELSON","CRAIG CONOVER","CRAIG JENSEN","AMANDA MILLER","DALE WATSON"
"SP227","CRAIG CONOVER","CRAIG JENSEN","skipped","skipped","skipped","skipped","skipped"
"SP228","MICHAEL SNELSON","CRAIG CONOVER","skipped","skipped","skipped","skipped","skipped"
"SP229","skipped","skipped","skipped","skipped","skipped","skipped","skipped"
"SP230","MICHAEL SNELSON","CRAIG CONOVER","CRAIG JENSEN","MARCIA CONOVER-HARRIS","AMANDA MILLER","DALE WATSON","XIMENA M. BISHOP"
"SP231","XIMENA M. BISHOP","CRAIG CONOVER","CRAIG JENSEN","MARCIA CONOVER-HARRIS","MICHAEL SNELSON","AMANDA MILLER","DALE WATSON"
"SP232","MICHAEL SNELSON","CRAIG JENSEN","DALE WATSON","XIMENA M. BISHOP","AMANDA MILLER","MARCIA CONOVER-HARRIS","CRAIG CONOVER"
"SP233","XIMENA M. BISHOP","CRAIG CONOVER","CRAIG JENSEN","MARCIA CONOVER-HARRIS","MICHAEL SNELSON","AMANDA MILLER","DALE WATSON"
"SP234","MICHAEL SNELSON","DALE WATSON","CRAIG JENSEN","XIMENA M. BISHOP","AMANDA MILLER","MARCIA CONOVER-HARRIS","CRAIG CONOVER"
"SP235","MARCIA CONOVER-HARRIS","CRAIG CONOVER","CRAIG JENSEN","MICHAEL SNELSON","XIMENA M. BISHOP","DALE WATSON","AMANDA MILLER"
"SP236","MICHAEL SNELSON","CRAIG CONOVER","MARCIA CONOVER-HARRIS","XIMENA M. BISHOP","CRAIG JENSEN","AMANDA MILLER","DALE WATSON"
"SP237","AMANDA MILLER","DALE WATSON","CRAIG JENSEN","CRAIG CONOVER","MARCIA CONOVER-HARRIS","MICHAEL SNELSON","XIMENA M. BISHOP"
"SP238","CRAIG JENSEN","DALE WATSON","XIMENA M. BISHOP","CRAIG CONOVER","AMANDA MILLER","MARCIA CONOVER-HARRIS","MICHAEL SNELSON"
"SP239","AMANDA MILLER","DALE WATSON","CRAIG JENSEN","CRAIG CONOVER","MARCIA CONOVER-HARRIS","MICHAEL SNELSON","XIMENA M. BISHOP"
"SP240","MARCIA CONOVER-HARRIS","CRAIG JENSEN","XIMENA M. BISHOP","CRAIG CONOVER","MICHAEL SNELSON","AMANDA MILLER","DALE WATSON"
"SP241","MICHAEL SNELSON","MARCIA CONOVER-HARRIS","CRAIG JENSEN","XIMENA M. BISHOP","CRAIG CONOVER","DALE WATSON","AMANDA MILLER"
"SP242","XIMENA M. BISHOP","MICHAEL SNELSON","CRAIG JENSEN","MARCIA CONOVER-HARRIS","skipped","skipped","skipped"
"SP243","MICHAEL SNELSON","XIMENA M. BISHOP","MARCIA CONOVER-HARRIS","CRAIG JENSEN","skipped","skipped","skipped"
"SP244","MICHAEL SNELSON","CRAIG CONOVER","MARCIA CONOVER-HARRIS","CRAIG JENSEN","skipped","skipped","skipped"
"SP245","XIMENA M. BISHOP","MARCIA CONOVER-HARRIS","MICHAEL SNELSON","CRAIG CONOVER","CRAIG JENSEN","AMANDA MILLER","DALE WATSON"
"SP246","XIMENA M. BISHOP","DALE WATSON","MICHAEL SNELSON","CRAIG CONOVER","CRAIG JENSEN","MARCIA CONOVER-HARRIS","AMANDA MILLER"
"SP247","DALE WATSON","XIMENA M. BISHOP","AMANDA MILLER","CRAIG CONOVER","MICHAEL SNELSON","CRAIG JENSEN","MARCIA CONOVER-HARRIS"
"SP248","MICHAEL SNELSON","XIMENA M. BISHOP","CRAIG CONOVER","AMANDA MILLER","DALE WATSON","CRAIG JENSEN","MARCIA CONOVER-HARRIS"
"SP249","AMANDA MILLER","CRAIG JENSEN","DALE WATSON","XIMENA M. BISHOP","MARCIA CONOVER-HARRIS","MICHAEL SNELSON","CRAIG CONOVER"
"SP250","CRAIG JENSEN","MICHAEL SNELSON","CRAIG CONOVER","MARCIA CONOVER-HARRIS","XIMENA M. BISHOP","DALE WATSON","AMANDA MILLER"
"SP251","CRAIG CONOVER","MICHAEL SNELSON","CRAIG JENSEN","XIMENA M. BISHOP","AMANDA MILLER","DALE WATSON","MARCIA CONOVER-HARRIS"
"SP252","MICHAEL SNELSON","CRAIG CONOVER","XIMENA M. BISHOP","CRAIG JENSEN","MARCIA CONOVER-HARRIS","AMANDA MILLER","DALE WATSON"
"SP253","CRAIG CONOVER","MICHAEL SNELSON","CRAIG JENSEN","XIMENA M. BISHOP","AMANDA MILLER","DALE WATSON","MARCIA CONOVER-HARRIS"
"SP254","MICHAEL SNELSON","CRAIG CONOVER","XIMENA M. BISHOP","CRAIG JENSEN","MARCIA CONOVER-HARRIS","AMANDA MILLER","DALE WATSON"
"SP255","MICHAEL SNELSON","CRAIG JENSEN","DALE WATSON","CRAIG CONOVER","XIMENA M. BISHOP","skipped","skipped"
"SP256","CRAIG CONOVER","CRAIG JENSEN","AMANDA MILLER","MICHAEL SNELSON","MARCIA CONOVER-HARRIS","XIMENA M. BISHOP","DALE WATSON"
"SP257","MICHAEL SNELSON","XIMENA M. BISHOP","CRAIG JENSEN","AMANDA MILLER","DALE WATSON","MARCIA CONOVER-HARRIS","CRAIG CONOVER"
"SP258","XIMENA M. BISHOP","AMANDA MILLER","MARCIA CONOVER-HARRIS","MICHAEL SNELSON","CRAIG CONOVER","CRAIG JENSEN","DALE WATSON"
"SP259","DALE WATSON","CRAIG CONOVER","XIMENA M. BISHOP","CRAIG JENSEN","AMANDA MILLER","MARCIA CONOVER-HARRIS","MICHAEL SNELSON"
"SP260","DALE WATSON","MICHAEL SNELSON","skipped","skipped","skipped","skipped","skipped"
"SP261","CRAIG CONOVER","skipped","skipped","skipped","skipped","skipped","skipped"
"SP262","skipped","skipped","skipped","skipped","skipped","skipped","skipped"
"SP263","MICHAEL SNELSON","CRAIG JENSEN","DALE WATSON","CRAIG CONOVER","skipped","skipped","skipped"
"SP264","CRAIG JENSEN","MICHAEL SNELSON","CRAIG CONOVER","MARCIA CONOVER-HARRIS","skipped","skipped","skipped"
"SP265","skipped","skipped","skipped","skipped","skipped","skipped","skipped"
"SP266","CRAIG JENSEN","XIMENA M. BISHOP","CRAIG CONOVER","MICHAEL SNELSON","MARCIA CONOVER-HARRIS","AMANDA MILLER","DALE WATSON"
"SP267","overvote","CRAIG CONOVER","DALE WATSON","AMANDA MILLER","skipped","skipped","skipped"
"SP268","MICHAEL SNELSON","CRAIG JENSEN","MARCIA CONOVER-HARRIS","CRAIG CONOVER","DALE WATSON","XIMENA M. BISHOP","AMANDA MILLER"
"SP269","AMANDA MILLER","MARCIA CONOVER-HARRIS","CRAIG CONOVER","CRAIG JENSEN","MICHAEL SNELSON","XIMENA M. BISHOP","DALE WATSON"
"SP270","XIMENA M. BISHOP","MICHAEL SNELSON","CRAIG JENSEN","CRAIG CONOVER","MARCIA CONOVER-HARRIS","AMANDA MILLER","DALE WATSON"
"SP271","MARCIA CONOVER-HARRIS","MICHAEL SNELSON","XIMENA M. BISHOP","skipped","skipped","skipped","skipped"
"SP272","DALE WATSON","MICHAEL SNELSON","CRAIG JENSEN","skipped","skipped","skipped","skipped"
"SP273","AMANDA MILLER","CRAIG JENSEN","XIMENA M. BISHOP","CRAIG CONOVER","MARCIA CONOVER-HARRIS","DALE WATSON","MICHAEL SNELSON"
"SP274","CRAIG CONOVER","MICHAEL SNELSON","CRAIG JENSEN","MARCIA CONOVER-HARRIS","DALE WATSON","AMANDA MILLER","XIMENA M. BISHOP"
"SP275","MICHAEL SNELSON","CRAIG JENSEN","DALE WATSON","AMANDA MILLER","XIMENA M. BISHOP","skipped","overvote"
"SP276","CRAIG CONOVER","MARCIA CONOVER-HARRIS","CRAIG JENSEN","MICHAEL SNELSON","XIMENA M. BISHOP","AMANDA MILLER","DALE WATSON"
"SP277","XIMENA M. BISHOP","CRAIG JENSEN","MARCIA CONOVER-HARRIS","MICHAEL SNELSON","CRAIG CONOVER","AMANDA MILLER","DALE WATSON"
"SP278","MICHAEL SNELSON","CRAIG JENSEN","DALE WATSON","MARCIA CONOVER-HARRIS","CRAIG CONOVER","AMANDA MILLER","XIMENA M. BISHOP"
"SP279","XIMENA M. BISHOP","MICHAEL SNELSON","CRAIG CONOVER","MARCIA CONOVER-HARRIS","CRAIG JENSEN","skipped","skipped"
"SP280","MICHAEL SNELSON","XIMENA M. BISHOP","CRAIG JENSEN","MARCIA CONOVER-HARRIS","DALE WATSON","CRAIG CONOVER","AMANDA MILLER"
"SP281","XIMENA M. BISHOP","MARCIA CONOVER-HARRIS","MICHAEL SNELSON","CRAIG JENSEN","CRAIG CONOVER","AMANDA MILLER","DALE WATSON"
"SP282","MICHAEL SNELSON","CRAIG JENSEN","CRAIG CONOVER","DALE WATSON","XIMENA M. BISHOP","AMANDA MILLER","MARCIA CONOVER-HARRIS"
"SP283","CRAIG JENSEN","MICHAEL SNELSON","DALE WATSON","CRAIG CONOVER","AMANDA MILLER","MARCIA CONOVER-HARRIS","XIMENA M. BISHOP"
"SP284","XIMENA M. BISHOP","MARCIA CONOVER-HARRIS","CRAIG JENSEN","CRAIG CONOVER","MICHAEL SNELSON","AMANDA MILLER","DALE WATSON"
"SP285","AMANDA MILLER","skipped","skipped","skipped","skipped","skipped","skipped"
"SP286","MARCIA CONOVER-HARRIS","MICHAEL SNELSON","XIMENA M. BISHOP","CRAIG JENSEN","skipped","skipped","skipped"
"SP287","MARCIA CONOVER-HARRIS","MICHAEL SNELSON","XIMENA M. BISHOP","CRAIG CONOVER","AMANDA MILLER","DALE WATSON","CRAIG JENSEN"
"SP288","XIMENA M. BISHOP","MICHAEL SNELSON","CRAIG CONOVER","MARCIA CONOVER-HARRIS","AMANDA MILLER","CRAIG JENSEN","DALE WATSON"
"SP289","XIMENA M. BISHOP","AMANDA MILLER","MARCIA CONOVER-HARRIS","CRAIG CONOVER","CRAIG JENSEN","MICHAEL SNELSON","DALE WATSON"
"SP290","CRAIG JENSEN","XIMENA M. BISHOP","MARCIA CONOVER-HARRIS","DALE WATSON","MICHAEL SNELSON","CRAIG CONOVER","AMANDA MILLER"
"SP291","DALE WATSON","CRAIG JENSEN","AMANDA MILLER","MARCIA CONOVER-HARRIS","XIMENA M. BISHOP","MICHAEL SNELSON","CRAIG CONOVER"
"SP292","DALE WATSON","CRAIG CONOVER","CRAIG JENSEN","MICHAEL SNELSON","MARCIA CONOVER-HARRIS","AMANDA MILLER","XIMENA M. BISHOP"
"SP293","MICHAEL SNELSON","CRAIG JENSEN","XIMENA M. BISHOP","CRAIG CONOVER","MARCIA CONOVER-HARRIS","DALE WATSON","AMANDA MILLER"
"SP294","CRAIG CONOVER","MARCIA CONOVER-HARRIS","MICHAEL SNELSON","XIMENA M. BISHOP","CRAIG JENSEN","AMANDA MILLER","DALE WATSON"
"SP295","AMANDA MILLER","DALE WATSON","MICHAEL SNELSON","CRAIG JENSEN","CRAIG CONOVER","MARCIA CONOVER-HARRIS","XIMENA M. BISHOP"
"SP296","XIMENA M. BISHOP","MARCIA CONOVER-HARRIS","CRAIG CONOVER","CRAIG JENSEN","skipped","skipped","skipped"
"SP297","XIMENA M. BISHOP","CRAIG CONOVER","MARCIA CONOVER-HARRIS","AMANDA MILLER","CRAIG JENSEN","MICHAEL SNELSON","DALE WATSON"
"SP298","XIMENA M. BISHOP","MARCIA CONOVER-HARRIS","AMANDA MILLER","MICHAEL SNELSON","DALE WATSON","CRAIG CONOVER","CRAIG JENSEN"
"SP299","MARCIA CONOVER-HARRIS","XIMENA M. BISHOP","DALE WATSON","MICHAEL SNELSON","CRAIG CONOVER","CRAIG JENSEN","AMANDA MILLER"
"SP300","XIMENA M. BISHOP","MARCIA CONOVER-HARRIS","MICHAEL SNELSON","CRAIG JENSEN","AMANDA MILLER","CRAIG CONOVER","DALE WATSON"
"SP301","MARCIA CONOVER-HARRIS","CRAIG CONOVER","MICHAEL SNELSON","skipped","skipped","skipped","skipped"
"SP302","XIMENA M. BISHOP","MICHAEL SNELSON","AMANDA MILLER","DALE WATSON","CRAIG JENSEN","MARCIA CONOVER-HARRIS","CRAIG CONOVER"
"SP303","MICHAEL SNELSON","CRAIG JENSEN","DALE WATSON","AMANDA MILLER","CRAIG CONOVER","MARCIA CONOVER-HARRIS","XIMENA M. BISHOP"
"SP304","CRAIG CONOVER","DALE WATSON","CRAIG JENSEN","MICHAEL SNELSON","MARCIA CONOVER-HARRIS","XIMENA M. BISHOP","AMANDA MILLER"
"SP305","MICHAEL SNELSON","CRAIG JENSEN","CRAIG CONOVER","AMANDA MILLER","MARCIA CONOVER-HARRIS","DALE WATSON","XIMENA M. BISHOP"
"SP306","MICHAEL SNELSON","XIMENA M. BISHOP","CRAIG JENSEN","DALE WATSON","AMANDA MILLER","MARCIA CONOVER-HARRIS","CRAIG CONOVER"
"SP307","MARCIA CONOVER-HARRIS","CRAIG JENSEN","MICHAEL SNELSON","XIMENA M. BISHOP","CRAIG CONOVER","DALE WATSON","AMANDA MILLER"
"SP308","CRAIG JENSEN","AMANDA MILLER","MICHAEL SNELSON","XIMENA M. BISHOP","DALE WATSON","CRAIG CONOVER","MARCIA CONOVER-HARRIS"
"SP309","CRAIG JENSEN","MICHAEL SNELSON","DALE WATSON","CRAIG CONOVER","MARCIA CONOVER-HARRIS","AMANDA MILLER","XIMENA M. BISHOP"
"SP310","CRAIG JENSEN","CRAIG CONOVER","MICHAEL SNELSON","XIMENA M. BISHOP","DALE WATSON","MARCIA CONOVER-HARRIS","AMANDA MILLER"
"SP311","MICHAEL SNELSON","CRAIG JENSEN","DALE WATSON","CRAIG CONOVER","MARCIA CONOVER-HARRIS","AMANDA MILLER","XIMENA M. BISHOP"
"SP312","MARCIA CONOVER-HARRIS","CRAIG CONOVER","MICHAEL SNELSON","XIMENA M. BISHOP","AMANDA MILLER","CRAIG JENSEN","DALE WATSON"
"SP313","DALE WATSON","MICHAEL SNELSON","CRAIG JENSEN","CRAIG CONOVER","MARCIA CONOVER-HARRIS","AMANDA MILLER","XIMENA M. BISHOP"
"SP314","XIMENA M. BISHOP","DALE WATSON","MICHAEL SNELSON","CRAIG CONOVER","CRAIG JENSEN","MARCIA CONOVER-HARRIS","AMANDA MILLER"
"SP315","CRAIG CONOVER","AMANDA MILLER","DALE WATSON","MARCIA CONOVER-HARRIS","CRAIG JENSEN","MICHAEL SNELSON","XIMENA M. BISHOP"
"SP316","MICHAEL SNELSON","AMANDA MILLER","CRAIG CONOVER","CRAIG JENSEN","MARCIA CONOVER-HARRIS","XIMENA M. BISHOP","DALE WATSON"
"SP317","CRAIG CONOVER","MARCIA CONOVER-HARRIS","skipped","skipped","skipped","skipped","skipped"
"SP318","MICHAEL SNELSON","XIMENA M. BISHOP","CRAIG JENSEN","DALE WATSON","AMANDA MILLER","CRAIG CONOVER","MARCIA CONOVER-HARRIS"
"SP319","MARCIA CONOVER-HARRIS","MICHAEL SNELSON","XIMENA M. BISHOP","CRAIG JENSEN","DALE WATSON","AMANDA MILLER","CRAIG CONOVER"
"SP320","DALE WATSON","MICHAEL SNELSON","CRAIG JENSEN","AMANDA MILLER","CRAIG CONOVER","XIMENA M. BISHOP","MARCIA CONOVER-HARRIS"
"SP321","MICHAEL SNELSON","CRAIG JENSEN","CRAIG CONOVER","XIMENA M. BISHOP","DALE WATSON","skipped","skipped"
"SP322","XIMENA M. BISHOP","CRAIG CONOVER","MICHAEL SNELSON","CRAIG JENSEN","MARCIA CONOVER-HARRIS","DALE WATSON","AMANDA MILLER"
"SP323","XIMENA M. BISHOP","DALE WATSON","MICHAEL SNELSON","CRAIG JENSEN","MARCIA CONOVER-HARRIS","CRAIG CONOVER","AMANDA MILLER"
"SP324","skipped","skipped","skipped","skipped","skipped","skipped","skipped"
"SP325","MICHAEL SNELSON","CRAIG JENSEN","AMANDA MILLER","MARCIA CONOVER-HARRIS","XIMENA M. BISHOP","DALE WATSON","CRAIG CONOVER"
"SP326","XIMENA M. BISHOP","AMANDA MILLER","DALE WATSON","MICHAEL SNELSON","CRAIG JENSEN","CRAIG CONOVER","MARCIA CONOVER-HARRIS"
"SP327","MICHAEL SNELSON","CRAIG CONOVER","skipped","skipped","skipped","skipped","skipped"
"SP328","DALE WATSON","CRAIG JENSEN","MICHAEL SNELSON","CRAIG CONOVER","MARCIA CONOVER-HARRIS","XIMENA M. BISHOP","AMANDA MILLER"
"SP329","DALE WATSON","AMANDA MILLER","MICHAEL SNELSON","CRAIG JENSEN","CRAIG CONOVER","XIMENA M. BISHOP","MARCIA CONOVER-HARRIS"
"SP330","MICHAEL SNELSON","skipped","skipped","skipped","skipped","skipped","skipped"
"SP331","MICHAEL SNELSON","CRAIG JENSEN","DALE WATSON","CRAIG CONOVER","MARCIA CONOVER-HARRIS","XIMENA M. BISHOP","AMANDA MILLER"
"SP332","MICHAEL SNELSON","XIMENA M. BISHOP","MARCIA CONOVER-HARRIS","CRAIG CONOVER","DALE WATSON","AMANDA MILLER","CRAIG JENSEN"
"SP333","CRAIG JENSEN","MICHAEL SNELSON","DALE WATSON","XIMENA M. BISHOP","MARCIA CONOVER-HARRIS","CRAIG CONOVER","AMANDA MILLER"
"SP334","MICHAEL SNELSON","CRAIG JENSEN","DALE WATSON","AMANDA MILLER","XIMENA M. BISHOP","MARCIA CONOVER-HARRIS","CRAIG CONOVER"
"SP335","MICHAEL SNELSON","CRAIG CONOVER","DALE WATSON","MARCIA CONOVER-HARRIS","CRAIG JENSEN","XIMENA M. BISHOP","AMANDA MILLER"
"SP336","XIMENA M. BISHOP","MICHAEL SNELSON","CRAIG CONOVER","MARCIA CONOVER-HARRIS","CRAIG JENSEN","AMANDA MILLER","DALE WATSON"
"SP337","AMANDA MILLER","XIMENA M. BISHOP","DALE WATSON","skipped","skipped","skipped","skipped"
"SP338","DALE WATSON","MICHAEL SNELSON","CRAIG CONOVER","AMANDA MILLER","CRAIG JENSEN","MARCIA CONOVER-HARRIS","XIMENA M. BISHOP"
"SP339","MICHAEL SNELSON","CRAIG CONOVER","DALE WATSON","MARCIA CONOVER-HARRIS","CRAIG JENSEN","XIMENA M. BISHOP","AMANDA MILLER"
"SP340","DALE WATSON","MICHAEL SNELSON","CRAIG CONOVER","AMANDA MILLER","CRAIG JENSEN","MARCIA CONOVER-HARRIS","XIMENA M. BISHOP"
"SP341","AMANDA MILLER","MARCIA CONOVER-HARRIS","CRAIG CONOVER","skipped","skipped","skipped","overvote"
"SP342","CRAIG CONOVER","XIMENA M. BISHOP","MICHAEL SNELSON","CRAIG JENSEN","AMANDA MILLER","MARCIA CONOVER-HARRIS","DALE WATSON"
"SP343","AMANDA MILLER","MARCIA CONOVER-HARRIS","CRAIG CONOVER","skipped","skipped","skipped","overvote"
"SP344","CRAIG CONOVER","skipped","skipped","skipped","skipped","skipped","skipped"
"SP345","skipped","skipped","skipped","skipped","skipped","skipped","skipped"
"SP346","XIMENA M. BISHOP","CRAIG JENSEN","MICHAEL SNELSON","DALE WATSON","CRAIG CONOVER","MARCIA CONOVER-HARRIS","AMANDA MILLER"
"SP347","CRAIG JENSEN","DALE WATSON","AMANDA MILLER","XIMENA M. BISHOP","MICHAEL SNELSON","MARCIA CONOVER-HARRIS","CRAIG CONOVER"
"SP348","CRAIG JENSEN","MICHAEL SNELSON","DALE WATSON","XIMENA M. BISHOP","AMANDA MILLER","CRAIG CONOVER","MARCIA CONOVER-HARRIS"
"SP349","XIMENA M. BISHOP","CRAIG JENSEN","MICHAEL SNELSON","DALE WATSON","CRAIG CONOVER","MARCIA CONOVER-HARRIS","AMANDA MILLER"
