"Index","rank1","rank2","rank3","rank4","rank5","rank6","rank7","rank8","rank9"
"LE148","PAUL HANCOCK","CHRIS CONDIE","LORI MCINTOSH LE","CAMI PURTSCHERT","skipped","skipped","skipped","skipped","skipped"
"LE149","MICHELLE MILES","NICOLE KUNZE","CAMI PURTSCHERT","MONTANE C HAMILTON","PAUL HANCOCK","LORI MCINTOSH LE","ETHAN M. ERICKSON","AARON BULLEN","CHRIS CONDIE"
"LE150","LORI MCINTOSH LE","CHRIS CONDIE","PAUL HANCOCK","NICOLE KUNZE","MONTANE C HAMILTON","CAMI PURTSCHERT","MICHELLE MILES","AARON BULLEN","ETHAN M. ERICKSON"
"LE151","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped"
"LE152","CAMI PURTSCHERT","NICOLE KUNZE","CHRIS CONDIE","LORI MCINTOSH LE","MONTANE C HAMILTON","ETHAN M. ERICKSON","MICHELLE MILES","PAUL HANCOCK","AARON BULLEN"
"LE153","AARON BULLEN","CAMI PURTSCHERT","CHRIS CONDIE","skipped","skipped","skipped","skipped","skipped","skipped"
"LE154","PAUL HANCOCK","CHRIS CONDIE","LORI MCINTOSH LE","MICHELLE MILES","CAMI PURTSCHERT","NICOLE KUNZE","skipped","skipped","skipped"
"LE155","CHRIS CONDIE","PAUL HANCOCK","LORI MCINTOSH LE","skipped","skipped","skipped","skipped","skipped","skipped"
"LE156","NICOLE KUNZE","AARON BULLEN","PAUL HANCOCK","MONTANE C HAMILTON","LORI MCINTOSH LE","CHRIS CONDIE","CAMI PURTSCHERT","MICHELLE MILES","ETHAN M. ERICKSON"
"LE157","MONTANE C HAMILTON","AARON BULLEN","LORI MCINTOSH LE","NICOLE KUNZE","PAUL HANCOCK","CHRIS CONDIE","MICHELLE MILES","CAMI PURTSCHERT","ETHAN M. ERICKSON"
"LE158","AARON BULLEN","CAMI PURTSCHERT","skipped","skipped","skipped","skipped","skipped","skipped","skipped"
"LE159","LORI MCINTOSH LE","MONTANE C HAMILTON","CAMI PURTSCHERT","CHRIS CONDIE","PAUL HANCOCK","NICOLE KUNZE","ETHAN M. ERICKSON","MICHELLE MILES","AARON BULLEN"
"LE160","AARON BULLEN","CHRIS CONDIE","PAUL HANCOCK","MONTANE C HAMILTON","skipped","skipped","skipped","skipped","skipped"
"LE161","PAUL HANCOCK","CHRIS CONDIE","LORI MCINTOSH LE","CAMI PURTSCHERT","MONTANE C HAMILTON","NICOLE KUNZE","ETHAN M. ERICKSON","skipped","skipped"
"LE162","LORI MCINTOSH LE","PAUL HANCOCK","NICOLE KUNZE","AARON BULLEN","CHRIS CONDIE","MICHELLE MILES","MONTANE C HAMILTON","CAMI PURTSCHERT","skipped"
"LE163","overvote","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped"
"LE164","PAUL HANCOCK","CHRIS CONDIE","MICHELLE MILES","NICOLE KUNZE","skipped","skipped","skipped","skipped","skipped"
"LE165","CAMI PURTSCHERT","NICOLE KUNZE","LORI MCINTOSH LE","MICHELLE MILES","skipped","skipped","skipped","skipped","skipped"
"LE166","CHRIS CONDIE","NICOLE KUNZE","MONTANE C HAMILTON","skipped","skipped","skipped","skipped","skipped","skipped"
"LE167","CAMI PURTSCHERT","MICHELLE MILES","NICOLE KUNZE","MONTANE C HAMILTON","LORI MCINTOSH LE","AARON BULLEN","ETHAN M. ERICKSON","CHRIS CONDIE","PAUL HANCOCK"
"LE168","CAMI PURTSCHERT","MICHELLE MILES","AARON BULLEN","NICOLE KUNZE","MONTANE C HAMILTON","LORI MCINTOSH LE","ETHAN M. ERICKSON","CHRIS CONDIE","PAUL HANCOCK"
"LE169","MONTANE C HAMILTON","PAUL HANCOCK","CHRIS CONDIE","CAMI PURTSCHERT","LORI MCINTOSH LE","NICOLE KUNZE","MICHELLE MILES","AARON BULLEN","ETHAN M. ERICKSON"
"LE170","CHRIS CONDIE","CAMI PURTSCHERT","LORI MCINTOSH LE","PAUL HANCOCK","NICOLE KUNZE","AARON BULLEN","MICHELLE MILES","MONTANE C HAMILTON","ETHAN M. ERICKSON"
"LE171","MICHELLE MILES","AARON BULLEN","CAMI PURTSCHERT","PAUL HANCOCK","LORI MCINTOSH LE","CHRIS CONDIE","ETHAN M. ERICKSON","MONTANE C HAMILTON","NICOLE KUNZE"
"LE172","AARON BULLEN","CHRIS CONDIE","CAMI PURTSCHERT","ETHAN M. ERICKSON","MICHELLE MILES","PAUL HANCOCK","NICOLE KUNZE","MONTANE C HAMILTON","LORI MCINTOSH LE"
"LE173","CAMI PURTSCHERT","AARON BULLEN","LORI MCINTOSH LE","skipped","skipped","skipped","skipped","skipped","skipped"
"LE174","PAUL HANCOCK","CHRIS CONDIE","MICHELLE MILES","AARON BULLEN","MONTANE C HAMILTON","LORI MCINTOSH LE","CAMI PURTSCHERT","NICOLE KUNZE","ETHAN M. ERICKSON"
"LE175","NICOLE KUNZE","PAUL HANCOCK","skipped","skipped","skipped","skipped","skipped","skipped","skipped"
"LE176","PAUL HANCOCK","NICOLE KUNZE","MICHELLE MILES","AARON BULLEN","MONTANE C HAMILTON","CHRIS CONDIE","CAMI PURTSCHERT","LORI MCINTOSH LE","skipped"
"LE177","CAMI PURTSCHERT","LORI MCINTOSH LE","CHRIS CONDIE","PAUL HANCOCK","NICOLE KUNZE","MICHELLE MILES","MONTANE C HAMILTON","AARON BULLEN","ETHAN M. ERICKSON"
"LE178","CHRIS CONDIE","PAUL HANCOCK","LORI MCINTOSH LE","NICOLE KUNZE","CAMI PURTSCHERT","MICHELLE MILES","MONTANE C HAMILTON","AARON BULLEN","ETHAN M. ERICKSON"
"LE179","CAMI PURTSCHERT","CHRIS CONDIE","ETHAN M. ERICKSON","NICOLE KUNZE","AARON BULLEN","MICHELLE MILES","PAUL HANCOCK","MONTANE C HAMILTON","LORI MCINTOSH LE"
"LE180","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped"
"LE181","PAUL HANCOCK","NICOLE KUNZE","LORI MCINTOSH LE","CHRIS CONDIE","CAMI PURTSCHERT","MICHELLE MILES","AARON BULLEN","MONTANE C HAMILTON","ETHAN M. ERICKSON"
"LE182","CHRIS CONDIE","CAMI PURTSCHERT","AARON BULLEN","NICOLE KUNZE","MICHELLE MILES","LORI MCINTOSH LE","PAUL HANCOCK","MONTANE C HAMILTON","ETHAN M. ERICKSON"
"LE183","ETHAN M. ERICKSON","LORI MCINTOSH LE","CHRIS CONDIE","MICHELLE MILES","PAUL HANCOCK","CAMI PURTSCHERT","AARON BULLEN","NICOLE KUNZE","MONTANE C HAMILTON"
"LE184","MICHELLE MILES","LORI MCINTOSH LE","skipped","skipped","skipped","skipped","skipped","skipped","skipped"
"LE185","NICOLE KUNZE","AARON BULLEN","CHRIS CONDIE","LORI MCINTOSH LE","PAUL HANCOCK","MONTANE C HAMILTON","MICHELLE MILES","CAMI PURTSCHERT","ETHAN M. ERICKSON"
"LE186","NICOLE KUNZE","AARON BULLEN","MICHELLE MILES","PAUL HANCOCK","skipped","skipped","skipped","skipped","skipped"
"LE187","PAUL HANCOCK","CHRIS CONDIE","NICOLE KUNZE","LORI MCINTOSH LE","skipped","skipped","skipped","skipped","skipped"
"LE188","MICHELLE MILES","CAMI PURTSCHERT","ETHAN M. ERICKSON","AARON BULLEN","MONTANE C HAMILTON","LORI MCINTOSH LE","PAUL HANCOCK","NICOLE KUNZE","CHRIS CONDIE"
"LE189","ETHAN M. ERICKSON","CAMI PURTSCHERT","PAUL HANCOCK","LORI MCINTOSH LE","CHRIS CONDIE","NICOLE KUNZE","skipped","skipped","skipped"
"LE190","CAMI PURTSCHERT","CHRIS CONDIE","MICHELLE MILES","LORI MCINTOSH LE","PAUL HANCOCK","MONTANE C HAMILTON","NICOLE KUNZE","AARON BULLEN","ETHAN M. ERICKSON"
"LE191","CHRIS CONDIE","AARON BULLEN","MICHELLE MILES","PAUL HANCOCK","MONTANE C HAMILTON","NICOLE KUNZE","CAMI PURTSCHERT","ETHAN M. ERICKSON","LORI MCINTOSH LE"
"LE192","CAMI PURTSCHERT","CHRIS CONDIE","PAUL HANCOCK","NICOLE KUNZE","AARON BULLEN","MICHELLE MILES","MONTANE C HAMILTON","LORI MCINTOSH LE","ETHAN M. ERICKSON"
"LE193","MONTANE C HAMILTON","NICOLE KUNZE","PAUL HANCOCK","CHRIS CONDIE","LORI MCINTOSH LE","AARON BULLEN","MICHELLE MILES","ETHAN M. ERICKSON","CAMI PURTSCHERT"
"LE194","MICHELLE MILES","NICOLE KUNZE","LORI MCINTOSH LE","CAMI PURTSCHERT","MONTANE C HAMILTON","CHRIS CONDIE","AARON BULLEN","ETHAN M. ERICKSON","PAUL HANCOCK"
"LE195","LORI MCINTOSH LE","NICOLE KUNZE","AARON BULLEN","PAUL HANCOCK","CHRIS CONDIE","MICHELLE MILES","MONTANE C HAMILTON","ETHAN M. ERICKSON","CAMI PURTSCHERT"
"LE196","ETHAN M. ERICKSON","MICHELLE MILES","AARON BULLEN","CAMI PURTSCHERT","NICOLE KUNZE","MONTANE C HAMILTON","PAUL HANCOCK","LORI MCINTOSH LE","CHRIS CONDIE"
"LE197","MICHELLE MILES","AARON BULLEN","ETHAN M. ERICKSON","MONTANE C HAMILTON","PAUL HANCOCK","CHRIS CONDIE","CAMI PURTSCHERT","NICOLE KUNZE","LORI MCINTOSH LE"
"LE198","LORI MCINTOSH LE","MICHELLE MILES","PAUL HANCOCK","NICOLE KUNZE","CAMI PURTSCHERT","CHRIS CONDIE","MONTANE C HAMILTON","AARON BULLEN","ETHAN M. ERICKSON"
"LE199","CAMI PURTSCHERT","MONTANE C HAMILTON","CHRIS CONDIE","PAUL HANCOCK","AARON BULLEN","LORI MCINTOSH LE","NICOLE KUNZE","MICHELLE MILES","ETHAN M. ERICKSON"
"LE200","NICOLE KUNZE","AARON BULLEN","CHRIS CONDIE","MONTANE C HAMILTON","MICHELLE MILES","PAUL HANCOCK","LORI MCINTOSH LE","CAMI PURTSCHERT","ETHAN M. ERICKSON"
"LE201","CHRIS CONDIE","PAUL HANCOCK","skipped","skipped","skipped","skipped","skipped","skipped","skipped"
"LE202","AARON BULLEN","CAMI PURTSCHERT","LORI MCINTOSH LE","skipped","skipped","skipped","skipped","skipped","skipped"
"LE203","ETHAN M. ERICKSON","CAMI PURTSCHERT","PAUL HANCOCK","CHRIS CONDIE","AARON BULLEN","NICOLE KUNZE","MICHELLE MILES","MONTANE C HAMILTON","LORI MCINTOSH LE"
"LE204","PAUL HANCOCK","AARON BULLEN","CHRIS CONDIE","MONTANE C HAMILTON","NICOLE KUNZE","LORI MCINTOSH LE","MICHELLE MILES","CAMI PURTSCHERT","ETHAN M. ERICKSON"
"LE205","CHRIS CONDIE","AARON BULLEN","LORI MCINTOSH LE","NICOLE KUNZE","skipped","skipped","skipped","skipped","skipped"
"LE206","PAUL HANCOCK","LORI MCINTOSH LE","skipped","skipped","skipped","skipped","skipped","skipped","skipped"
"LE207","CHRIS CONDIE","PAUL HANCOCK","MONTANE C HAMILTON","LORI MCINTOSH LE","AARON BULLEN","CAMI PURTSCHERT","NICOLE KUNZE","MICHELLE MILES","ETHAN M. ERICKSON"
"LE208","AARON BULLEN","CAMI PURTSCHERT","MICHELLE MILES","PAUL HANCOCK","NICOLE KUNZE","ETHAN M. ERICKSON","MONTANE C HAMILTON","LORI MCINTOSH LE","CHRIS CONDIE"
"LE209","MONTANE C HAMILTON","PAUL HANCOCK","NICOLE KUNZE","CHRIS CONDIE","MICHELLE MILES","AARON BULLEN","LORI MCINTOSH LE","CAMI PURTSCHERT","ETHAN M. ERICKSON"
"LE210","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped"
"LE211","PAUL HANCOCK","MONTANE C HAMILTON","LORI MCINTOSH LE","NICOLE KUNZE","MICHELLE MILES","CHRIS CONDIE","AARON BULLEN","ETHAN M. ERICKSON","CAMI PURTSCHERT"
"LE212","ETHAN M. ERICKSON","AARON BULLEN","PAUL HANCOCK","LORI MCINTOSH LE","skipped","skipped","skipped","skipped","skipped"
"LE213","CHRIS CONDIE","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped"
"LE214","PAUL HANCOCK","MONTANE C HAMILTON","LORI MCINTOSH LE","MICHELLE MILES","CHRIS CONDIE","AARON BULLEN","NICOLE KUNZE","ETHAN M. ERICKSON","CAMI PURTSCHERT"
"LE215","CHRIS CONDIE","LORI MCINTOSH LE","skipped","skipped","skipped","skipped","skipped","skipped","skipped"
"LE216","ETHAN M. ERICKSON","AARON BULLEN","MONTANE C HAMILTON","LORI MCINTOSH LE","CAMI PURTSCHERT","MICHELLE MILES","NICOLE KUNZE","CHRIS CONDIE","PAUL HANCOCK"
"LE217","LORI MCINTOSH LE","MICHELLE MILES","AARON BULLEN","CHRIS CONDIE","NICOLE KUNZE","PAUL HANCOCK","MONTANE C HAMILTON","CAMI PURTSCHERT","ETHAN M. ERICKSON"
"LE218","LORI MCINTOSH LE","CAMI PURTSCHERT","ETHAN M. ERICKSON","MONTANE C HAMILTON","CHRIS CONDIE","NICOLE KUNZE","MICHELLE MILES","PAUL HANCOCK","MONTANE C HAMILTON"
"LE219","CHRIS CONDIE","PAUL HANCOCK","NICOLE KUNZE","LORI MCINTOSH LE","MONTANE C HAMILTON","CAMI PURTSCHERT","ETHAN M. ERICKSON","MICHELLE MILES","AARON BULLEN"
"LE220","PAUL HANCOCK","MICHELLE MILES","CHRIS CONDIE","AARON BULLEN","skipped","skipped","skipped","skipped","skipped"
"LE221","LORI MCINTOSH LE","NICOLE KUNZE","AARON BULLEN","CHRIS CONDIE","MICHELLE MILES","PAUL HANCOCK","MONTANE C HAMILTON","CAMI PURTSCHERT","ETHAN M. ERICKSON"
"LE222","NICOLE KUNZE","CHRIS CONDIE","PAUL HANCOCK","LORI MCINTOSH LE","CAMI PURTSCHERT","MICHELLE MILES","AARON BULLEN","MONTANE C HAMILTON","ETHAN M. ERICKSON"
"LE223","CHRIS CONDIE","PAUL HANCOCK","MONTANE C HAMILTON","NICOLE KUNZE","MICHELLE MILES","ETHAN M. ERICKSON","CAMI PURTSCHERT","AARON BULLEN","LORI MCINTOSH LE"
"LE224","ETHAN M. ERICKSON","AARON BULLEN","MONTANE C HAMILTON","PAUL HANCOCK","MICHELLE MILES","LORI MCINTOSH LE","NICOLE KUNZE","PAUL HANCOCK","CHRIS CONDIE"
"LE225","CAMI PURTSCHERT","LORI MCINTOSH LE","CHRIS CONDIE","MICHELLE MILES","NICOLE KUNZE","MONTANE C HAMILTON","AARON BULLEN","PAUL HANCOCK","ETHAN M. ERICKSON"
"LE226","NICOLE KUNZE","LORI MCINTOSH LE","PAUL HANCOCK","CAMI PURTSCHERT","MICHELLE MILES","MONTANE C HAMILTON","AARON BULLEN","CHRIS CONDIE","ETHAN M. ERICKSON"
"LE227","NICOLE KUNZE","LORI MCINTOSH LE","PAUL HANCOCK","CAMI PURTSCHERT","MICHELLE MILES","MONTANE C HAMILTON","AARON BULLEN","CHRIS CONDIE","ETHAN M. ERICKSON"
"LE228","ETHAN M. ERICKSON","MICHELLE MILES","LORI MCINTOSH LE","PAUL HANCOCK","NICOLE KUNZE","CHRIS CONDIE","AARON BULLEN","CAMI PURTSCHERT","MONTANE C HAMILTON"
"LE229","MICHELLE MILES","NICOLE KUNZE","PAUL HANCOCK","LORI MCINTOSH LE","CHRIS CONDIE","MONTANE C HAMILTON","AARON BULLEN","ETHAN M. ERICKSON","CAMI PURTSCHERT"
"LE230","MICHELLE MILES","AARON BULLEN","NICOLE KUNZE","ETHAN M. ERICKSON","MONTANE C HAMILTON","skipped","skipped","skipped","skipped"
"LE231","MONTANE C HAMILTON","CHRIS CONDIE","NICOLE KUNZE","LORI MCINTOSH LE","skipped","skipped","skipped","skipped","skipped"
"LE232","MONTANE C HAMILTON","ETHAN M. ERICKSON","PAUL HANCOCK","CHRIS CONDIE","NICOLE KUNZE","skipped","skipped","skipped","skipped"
"LE233","PAUL HANCOCK","CHRIS CONDIE","MICHELLE MILES","NICOLE KUNZE","skipped","skipped","skipped","skipped","skipped"
"LE234","NICOLE KUNZE","CAMI PURTSCHERT","PAUL HANCOCK","LORI MCINTOSH LE","MICHELLE MILES","AARON BULLEN","CHRIS CONDIE","ETHAN M. ERICKSON","MONTANE C HAMILTON"
"LE235","CHRIS CONDIE","PAUL HANCOCK","LORI MCINTOSH LE","AARON BULLEN","NICOLE KUNZE","MONTANE C HAMILTON","CAMI PURTSCHERT","MICHELLE MILES","ETHAN M. ERICKSON"
"LE236","NICOLE KUNZE","CAMI PURTSCHERT","AARON BULLEN","CHRIS CONDIE","PAUL HANCOCK","LORI MCINTOSH LE","MONTANE C HAMILTON","ETHAN M. ERICKSON","MICHELLE MILES"
"LE237","CHRIS CONDIE","MONTANE C HAMILTON","PAUL HANCOCK","NICOLE KUNZE","MICHELLE MILES","CAMI PURTSCHERT","AARON BULLEN","ETHAN M. ERICKSON","LORI MCINTOSH LE"
"LE238","AARON BULLEN","CAMI PURTSCHERT","MICHELLE MILES","NICOLE KUNZE","skipped","skipped","skipped","skipped","skipped"
"LE239","CHRIS CONDIE","MONTANE C HAMILTON","MICHELLE MILES","NICOLE KUNZE","PAUL HANCOCK","CAMI PURTSCHERT","ETHAN M. ERICKSON","AARON BULLEN","LORI MCINTOSH LE"
"LE240","NICOLE KUNZE","LORI MCINTOSH LE","MONTANE C HAMILTON","PAUL HANCOCK","CHRIS CONDIE","CAMI PURTSCHERT","AARON BULLEN","MICHELLE MILES","ETHAN M. ERICKSON"
"LE241","MICHELLE MILES","PAUL HANCOCK","NICOLE KUNZE","LORI MCINTOSH LE","MONTANE C HAMILTON","CHRIS CONDIE","AARON BULLEN","CAMI PURTSCHERT","ETHAN M. ERICKSON"
"LE242","CHRIS CONDIE","PAUL HANCOCK","NICOLE KUNZE","LORI MCINTOSH LE","MONTANE C HAMILTON","CAMI PURTSCHERT","ETHAN M. ERICKSON","MICHELLE MILES","AARON BULLEN"
"LE243","PAUL HANCOCK","CHRIS CONDIE","MICHELLE MILES","skipped","skipped","skipped","skipped","skipped","skipped"
"LE244","CHRIS CONDIE","PAUL HANCOCK","MICHELLE MILES","NICOLE KUNZE","skipped","skipped","skipped","skipped","skipped"
"LE245","MICHELLE MILES","AARON BULLEN","LORI MCINTOSH LE","MONTANE C HAMILTON","skipped","skipped","skipped","skipped","skipped"
"LE246","PAUL HANCOCK","NICOLE KUNZE","CAMI PURTSCHERT","CHRIS CONDIE","LORI MCINTOSH LE","MONTANE C HAMILTON","AARON BULLEN","MICHELLE MILES","ETHAN M. ERICKSON"
"LE247","NICOLE KUNZE","CHRIS CONDIE","AARON BULLEN","CAMI PURTSCHERT","PAUL HANCOCK","LORI MCINTOSH LE","MONTANE C HAMILTON","ETHAN M. ERICKSON","MICHELLE MILES"
"LE248","LORI MCINTOSH LE","PAUL HANCOCK","CHRIS CONDIE","skipped","skipped","skipped","skipped","skipped","skipped"
"LE249","MONTANE C HAMILTON","PAUL HANCOCK","CHRIS CONDIE","CAMI PURTSCHERT","LORI MCINTOSH LE","NICOLE KUNZE","MICHELLE MILES","AARON BULLEN","ETHAN M. ERICKSON"
"LE250","CHRIS CONDIE","NICOLE KUNZE","PAUL HANCOCK","MONTANE C HAMILTON","CAMI PURTSCHERT","LORI MCINTOSH LE","MICHELLE MILES","AARON BULLEN","ETHAN M. ERICKSON"
"LE251","MICHELLE MILES","NICOLE KUNZE","CAMI PURTSCHERT","CHRIS CONDIE","PAUL HANCOCK","MONTANE C HAMILTON","LORI MCINTOSH LE","AARON BULLEN","ETHAN M. ERICKSON"
"LE252","CHRIS CONDIE","PAUL HANCOCK","AARON BULLEN","NICOLE KUNZE","LORI MCINTOSH LE","MICHELLE MILES","MONTANE C HAMILTON","CAMI PURTSCHERT","ETHAN M. ERICKSON"
"LE253","NICOLE KUNZE","PAUL HANCOCK","CHRIS CONDIE","LORI MCINTOSH LE","MICHELLE MILES","AARON BULLEN","CAMI PURTSCHERT","MONTANE C HAMILTON","ETHAN M. ERICKSON"
"LE254","PAUL HANCOCK","LORI MCINTOSH LE","CHRIS CONDIE","NICOLE KUNZE","MICHELLE MILES","AARON BULLEN","MONTANE C HAMILTON","CAMI PURTSCHERT","ETHAN M. ERICKSON"
"LE255","LORI MCINTOSH LE","AARON BULLEN","MICHELLE MILES","CAMI PURTSCHERT","NICOLE KUNZE","CHRIS CONDIE","PAUL HANCOCK","MONTANE C HAMILTON","ETHAN M. ERICKSON"
"LE256","ETHAN M. ERICKSON","MICHELLE MILES","AARON BULLEN","MONTANE C HAMILTON","CHRIS CONDIE","PAUL HANCOCK","skipped","skipped","skipped"
"LE257","CHRIS CONDIE","PAUL HANCOCK","LORI MCINTOSH LE","ETHAN M. ERICKSON","AARON BULLEN","NICOLE KUNZE","MONTANE C HAMILTON","CAMI PURTSCHERT","MICHELLE MILES"
"LE258","CAMI PURTSCHERT","NICOLE KUNZE","AARON BULLEN","MICHELLE MILES","PAUL HANCOCK","MONTANE C HAMILTON","LORI MCINTOSH LE","ETHAN M. ERICKSON","CHRIS CONDIE"
"LE259","NICOLE KUNZE","CHRIS CONDIE","MICHELLE MILES","PAUL HANCOCK","MONTANE C HAMILTON","LORI MCINTOSH LE","skipped","ETHAN M. ERICKSON","CAMI PURTSCHERT"
"LE260","CHRIS CONDIE","PAUL HANCOCK","LORI MCINTOSH LE","MICHELLE MILES","NICOLE KUNZE","AARON BULLEN","MONTANE C HAMILTON","ETHAN M. ERICKSON","CAMI PURTSCHERT"
"LE261","NICOLE KUNZE","PAUL HANCOCK","CHRIS CONDIE","LORI MCINTOSH LE","MONTANE C HAMILTON","AARON BULLEN","MICHELLE MILES","CAMI PURTSCHERT","ETHAN M. ERICKSON"
"LE262","CHRIS CONDIE","PAUL HANCOCK","skipped","skipped","skipped","skipped","skipped","skipped","skipped"
"LE263","CHRIS CONDIE","PAUL HANCOCK","MICHELLE MILES","NICOLE KUNZE","LORI MCINTOSH LE","AARON BULLEN","MONTANE C HAMILTON","ETHAN M. ERICKSON","CAMI PURTSCHERT"
"LE264","CHRIS CONDIE","PAUL HANCOCK","NICOLE KUNZE","ETHAN M. ERICKSON","MICHELLE MILES","skipped","skipped","skipped","skipped"
"LE265","ETHAN M. ERICKSON","CHRIS CONDIE","PAUL HANCOCK","LORI MCINTOSH LE","CAMI PURTSCHERT","NICOLE KUNZE","AARON BULLEN","MONTANE C HAMILTON","MICHELLE MILES"
"LE266","LORI MCINTOSH LE","MICHELLE MILES","NICOLE KUNZE","CAMI PURTSCHERT","MONTANE C HAMILTON","PAUL HANCOCK","CHRIS CONDIE","AARON BULLEN","ETHAN M. ERICKSON"
"LE267","ETHAN M. ERICKSON","CHRIS CONDIE","PAUL HANCOCK","MONTANE C HAMILTON","LORI MCINTOSH LE","AARON BULLEN","MICHELLE MILES","NICOLE KUNZE","CAMI PURTSCHERT"
"LE268","MONTANE C HAMILTON","CHRIS CONDIE","AARON BULLEN","ETHAN M. ERICKSON","MICHELLE MILES","CAMI PURTSCHERT","NICOLE KUNZE","LORI MCINTOSH LE","PAUL HANCOCK"
"LE269","CAMI PURTSCHERT","ETHAN M. ERICKSON","PAUL HANCOCK","CHRIS CONDIE","skipped","skipped","skipped","skipped","skipped"
"LE270","NICOLE KUNZE","LORI MCINTOSH LE","AARON BULLEN","ETHAN M. ERICKSON","CAMI PURTSCHERT","CHRIS CONDIE","MICHELLE MILES","PAUL HANCOCK","MONTANE C HAMILTON"
"LE271","CHRIS CONDIE","PAUL HANCOCK","MONTANE C HAMILTON","NICOLE KUNZE","overvote","skipped","skipped","skipped","skipped"
"LE272","LORI MCINTOSH LE","NICOLE KUNZE","MICHELLE MILES","AARON BULLEN","CHRIS CONDIE","PAUL HANCOCK","MONTANE C HAMILTON","CAMI PURTSCHERT","ETHAN M. ERICKSON"
"LE273","LORI MCINTOSH LE","CAMI PURTSCHERT","PAUL HANCOCK","MONTANE C HAMILTON","NICOLE KUNZE","MICHELLE MILES","AARON BULLEN","CHRIS CONDIE","ETHAN M. ERICKSON"
"LE274","LORI MCINTOSH LE","NICOLE KUNZE","PAUL HANCOCK","MICHELLE MILES","MONTANE C HAMILTON","CHRIS CONDIE","AARON BULLEN","CAMI PURTSCHERT","ETHAN M. ERICKSON"
"LE275","CHRIS CONDIE","PAUL HANCOCK","MICHELLE MILES","CAMI PURTSCHERT","MONTANE C HAMILTON","LORI MCINTOSH LE","ETHAN M. ERICKSON","AARON BULLEN","NICOLE KUNZE"
"LE276","NICOLE KUNZE","MICHELLE MILES","LORI MCINTOSH LE","PAUL HANCOCK","CHRIS CONDIE","AARON BULLEN","CAMI PURTSCHERT","ETHAN M. ERICKSON","MONTANE C HAMILTON"
"LE277","CHRIS CONDIE","AARON BULLEN","NICOLE KUNZE","CAMI PURTSCHERT","PAUL HANCOCK","skipped","skipped","skipped","skipped"
"LE278","CAMI PURTSCHERT","MONTANE C HAMILTON","ETHAN M. ERICKSON","skipped","skipped","skipped","skipped","skipped","skipped"
"LE279","LORI MCINTOSH LE","NICOLE KUNZE","AARON BULLEN","skipped","skipped","skipped","skipped","skipped","skipped"
"LE280","NICOLE KUNZE","CAMI PURTSCHERT","AARON BULLEN","LORI MCINTOSH LE","MICHELLE MILES","CHRIS CONDIE","skipped","skipped","skipped"
"LE281","LORI MCINTOSH LE","MICHELLE MILES","CHRIS CONDIE","CAMI PURTSCHERT","PAUL HANCOCK","NICOLE KUNZE","AARON BULLEN","MONTANE C HAMILTON","ETHAN M. ERICKSON"
"LE282","CHRIS CONDIE","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped"
"LE283","CHRIS CONDIE","PAUL HANCOCK","CAMI PURTSCHERT","ETHAN M. ERICKSON","NICOLE KUNZE","AARON BULLEN","MICHELLE MILES","MONTANE C HAMILTON","LORI MCINTOSH LE"
"LE284","MICHELLE MILES","LORI MCINTOSH LE","CAMI PURTSCHERT","NICOLE KUNZE","CHRIS CONDIE","PAUL HANCOCK","MONTANE C HAMILTON","AARON BULLEN","ETHAN M. ERICKSON"
"LE285","CHRIS CONDIE","PAUL HANCOCK","CAMI PURTSCHERT","ETHAN M. ERICKSON","NICOLE KUNZE","AARON BULLEN","MICHELLE MILES","MONTANE C HAMILTON","LORI MCINTOSH LE"
"LE286","PAUL HANCOCK","CHRIS CONDIE","NICOLE KUNZE","AARON BULLEN","MONTANE C HAMILTON","ETHAN M. ERICKSON","MICHELLE MILES","ETHAN M. ERICKSON","MONTANE C HAMILTON"
"LE287","PAUL HANCOCK","LORI MCINTOSH LE","ETHAN M. ERICKSON","NICOLE KUNZE","CAMI PURTSCHERT","MONTANE C HAMILTON","MICHELLE MILES","CHRIS CONDIE","AARON BULLEN"
"LE288","PAUL HANCOCK","CHRIS CONDIE","NICOLE KUNZE","LORI MCINTOSH LE","AARON BULLEN","skipped","skipped","skipped","skipped"
"LE289","LORI MCINTOSH LE","PAUL HANCOCK","NICOLE KUNZE","MICHELLE MILES","AARON BULLEN","CHRIS CONDIE","MONTANE C HAMILTON","CAMI PURTSCHERT","ETHAN M. ERICKSON"
"LE290","LORI MCINTOSH LE","NICOLE KUNZE","CHRIS CONDIE","MICHELLE MILES","CAMI PURTSCHERT","AARON BULLEN","ETHAN M. ERICKSON","MONTANE C HAMILTON","PAUL HANCOCK"
"LE291","PAUL HANCOCK","NICOLE KUNZE","CHRIS CONDIE","MICHELLE MILES","LORI MCINTOSH LE","CAMI PURTSCHERT","MONTANE C HAMILTON","ETHAN M. ERICKSON","AARON BULLEN"
